"name.keyword: Descending",Count
"Asthma & Allergy Foundation Of America Northern Calif Chapter Inc",2
"Asthma Care, Inc.",2
"Asthma Watch Advocates Reinforcing and Educating A W A R E",2
"Atascosa County Mental Health Clinic",2
"Atelier Ensemble",2
"Athenour Home & School Club",2
"Atlantic Performing Arts Center",2
"Atlantic Salmon Association for the Upper St. John",2
"Attila Szigethy Foundation",2
"Attitudinal Healing Center Grand Rapids",2
"Atwood Church of the Nazarene",2
"Aub Foundation, Inc.",2
"Aubyn & Elizabeth C Freed Family Foundation Inc",2
"Augie David Ministries International, Inc.",2
"Augusta County Association for the Gifted and Talented, Inc.",2
"Aurora Bicentennial Fund",2
"Austin Christian Law Center",2
"Austin Fastbreak Basketball, Inc.",2
"Austin Jolley PTA",2
"Austin River Bandits Youth Baseball",2
"Austin Vocal Arts Ensemble, Inc.",2
"Austin-Hope",2
"Australian American Orthopedic Society",2
"Australian-New Zealand Society of New York, Inc.",2
"Autism Society of America Delaware Chapter",2
"Auxiliary Brighton Medical Center",2
"Auxiliary Chandelles Foundation, Inc.",2
"Auxiliary of Harrisburg Hospital",2
"Auxiliary of University of Maryland Hospital, Inc.",2
"Auxiliary of the All Church Home for Children",2
"Auxiliary of the Lutheran Hospital of MD, Inc.",2
"Auxiliary of the Manatee Memorial Hospital",2
"Auxiliary of the Washington County Public Hospital",2
"Auxiliary to Project Rainbow of Family Service Centers, Inc.",2
"Avance Inc",2
"Avco Foundation",2
"Aviation Heritage Air Show, Inc.",2
"Awake Network-Greater Houston Chapter of Asaa",2
"Aware Program Inc",2
"Awaree, Inc.",2
"Ayra Girls Softball Association, Inc.",2
"B A EXPRESS",2
"B A S CHARITABLE IRRV TR",2
"B E A R DRUG PROGRAMS FOUNDATION",2
"B FOR KIDS INC",2
"B G C MEMBERS INC",2
"B L MEMORIAL FUND",2
"B'Nai B'Rith 110 Gan Eden",2
"B'Nai B'Rith 1118 Joseph Hartman",2
"B'Nai B'Rith 1272 Benton Harbor Lodge",2
"B'Nai B'Rith 1437 Glenn Zerden Lodge",2
"B'Nai B'Rith 1682 Coral Gables Lodge",2
"B'Nai B'Rith 1758 New Israel",2
"B'Nai B'Rith 1878 Harrison-Egel Lodge",2
"B'Nai B'Rith 2014 Market",2
"B'Nai B'Rith 2212 Greater Northeast",2
"B'Nai B'Rith 2602 North Brookhaven",2
"B'Nai B'Rith 2681 Saddleback",2
"B'Nai B'Rith 2764 Herzl Lodge",2
"B'Nai B'Rith 3017 King David Lodge",2
"B'Nai B'Rith 790 Henry Cohen",2
"B'Nai B'Rith Harmony No. 2463",2
"B'Nai B'Rith Lake Worth 3016",2
"B'Nai B'Rith Lodge 3107 Emerald Hills",2
"B'Nai B'Rith National Youth Service Appeal",2
"B'Nai B'Rith Olympus Lodge 3027",2
"B'nai B'rith 1267 North Hudson",2
"B'nai B'rith 1313 Kankakee",2
"B'nai B'rith 1563 Kew Gardens Hills",2
"B'nai B'rith 1579 Ellenville Lodge",2
"B'nai B'rith 1766 Aaron Milstein Lodge",2
"B'nai B'rith 1768 Golden Triangle",2
"B'nai B'rith 1809 Hancock Park",2
"B'nai B'rith 1959 Delaware County",2
"B'nai B'rith 1961 Sheepshead",2
"B'nai B'rith 2064 Little Neck",2
"B'nai B'rith 2103",2
"B'nai B'rith 2246 Palo Alto",2
"B'nai B'rith 2399 Nassau North Hills",2
"B'nai B'rith 2407 New York Middletown Lodge",2
"B'nai B'rith 2690 Hotel Executives Hospitality",2
"B'nai B'rith 2806 Sunny Isles Lodge",2
"B'nai B'rith 2839 Nutmeg",2
"B'nai B'rith Couples Unit Jefferson Parish 5084",2
"B'nai B'rith Florida State Association",2
"B'nai B'rith Lodges South Broward Council",2
"B'nai B'rith South Carolina Association",2
"B'nai B'rith Willamette Valley Lodge 1118",2
"B'nai B'rith, Inc.",2
"B'nai B'rith, Inc. Lake Carmel 5342",2
"B'nai B'rith, Inc. Pasadena 2172",2
"B-GIRLS ASSOCIATION INC",2
"B. De Rothschild Foundation for the Advancement of Science in Israel, Inc.",2
"B4 GOD",2
"BABETTE ASHBY FOUNDATION",2
"BABETTE S DICKENS SCHOLARSHIP TRUST",2
"BABY BLESSINGS MINISTRY",2
"BACK 40 RACERS ASSOCIATION",2
"BACKCOUNTRY HORSEMEN OF CALIFORNIA INC",2
"BAGDAD ACTIVITY CENTER",2
"BAHAIS OF JEFFERSON COUNTY",2
"BAILEY LANGFIELD COMMUNITY PLANNING COMMITTEE",2
"BAILITA CLUB",2
"BAIRD J & E MEMORIAL FUND",2
"BAJA ECO FUND",2
"BAKER YOUTH FOUNDATION INC",2
"BAKERY CONFECTIONERY TOBACCO",2
"BALANCE POINT CENTER FOR SPIRITUAL DEVELOPMENT",2
"BALIK FOUNDATION INC",2
"BALKAN RELIEF FUND INC",2
"BALLET FIESTA MEXICANA",2
"BALLET GAMONET INC",2
"BALTIMORE ASSOCIATION OF TENNIS OFFICIALS INC",2
"BALTIMORE CITY TOBACCO USE PREVENTION COMMUNITY COALITION",2
"BALTIMORE COUNCIL NATIONAL ASSOCIATION OF INVESTMENT CLUBS IN",2
"BALTIMORE FOOTBALL ASSOCIATES INC",2
"BALTIMORES OWN 11TH ENGINEER BATTALION US MARINE CORPS",2
"BAMFORD-LAHEY CHILDRENS FOUNDATION",2
"BAND BOOSTERS OF DUNEDIN HIGH SCHOOL INC",2
"BANDON BY THE SEA LODGE 2531",2
"BANK OF SANTA CLARA FOUNDATION",2
"BAPTIST HOSPITAL EMPLOYEES FOUNDATION",2
"BAPTIST HOSPITAL OF MIAMI AUXILIARY",2
"BAPTIST MEDICAL CENTER SYSTEM EMPLOYEES MEDICAL BENEFIT TRUST",2
"BARAKAT FOUNDATION INC",2
"BARBARA FUND",2
"BARBARA HODGE THOMPSON & ASSOCIATES",2
"BARBARAS PLAYHOUSE A HAVEN FOR LITTLE ANGELS INC",2
"BARCAP OF FLORIDA INC",2
"BARKER VALLEY VOLUNTEER FIRE COMPANY",2
"BARKING SANDS ENLISTED WIVES CLUB",2
"BARNABAS MINISTRIES FOUNDATION",2
"BARNESVILLE CHAPTER 80 WOMEN OF THE MOOSE",2
"BARR INSTITUTE",2
"BARRACCA FOUNDATION INC",2
"BARRIO CRISIS CENTER",2
"BART TOWNSHIP FIRE COMPANY",2
"BARTLESVILLE AREA CRUSADE INC",2
"BARTLESVILLE TABLE TENNIS ASSOCIATION INC",2
"BARTON MEMORIAL NEVADA MEDICAL CLINIC",2
"BARTOW BLAZE FASTPITCH SOFTBALL INC",2
"BARTOW CHAPTER NO 1921 WOMEN OF THE MOOSE",2
"BASICALLY BUNNIES",2
"BASINGSTOKE PRODUCTIONS LTD",2
"BATAVIA LODGE 196 LOYAL ORDER OF MOOSE",2
"BATH CHARTER TOWNSHIP HOUSING COMMI SSION",2
"BATH CHURCH OF THE NAZARENE",2
"BATH EDUCATIONAL ENHANCEMENT ASSOCIATION",2
"BATON ROUGE CHILD ADVOCACY CENTER INC",2
"BATON ROUGE YOUTH SPORTS",2
"BATTELLE FOUNDATION",2
"BATTLE CREEK AREA ASSOCIATION OF REALTORS",2
"BATTLE CREEK LIFESTYLE HEALTH CTR",2
"BAY AREA BALLERS",2
"BAY AREA BOARD OF REALTORS INC",2
"BAY AREA CREATIVE EXPRESSION CENTER",2
"BAY AREA HATE CRIMES INVESTIGATORS ASSOCIATION",2
"BAY AREA PAINTING INDUSTRY ADVANCEMENT FUND",2
"BAY AREA YOUTH IN ACTION",2
"BAY CLUB INC",2
"BAY COUNTY D A R E OFFICERS ASSOCIATION INC",2
"BAYTOWN OPPORTUNITY CENTER",2
"BAYTOWN YOUTH DEVELOPMENT CENTER INC",2
"BBCHS RENAISSANCE LTD",2
"BC HEALTH & WELLNESS MINISTRIES",2
"BCI FAITH BASED DORM INC",2
"BE-GUM PURA",2
"BEACH CITY VOLUNTEE FIRE DEPARTMENT",2
"BEACH PROPERTY OWNERS ASSOCIATION INC",2
"BEACHSIDE BUSINESS ASSOCIATION OF SANTA BARBARA INC",2
"BEACON LIGHT SERVICES INC",2
"BEACON OF HOPE",2
"BEACON OF HOPE NORTHWEST",2
"BEACON OF LIGHT MINISTRIES INC",2
"BEACON SQUARE POOL ASSOCIATION INC",2
"BEAR CREEK GIRLS SOFTBALL ASSOCIATION",2
"BEAR MT LEARNING CENTER",2
"BEARABLE CHILD CARE INC",2
"BEARING PRECIOUS SEED INTERNATIONAL INC",2
"BEATRIX FINSTON PADAWAY CHARITABLE TR FOR ARTIST & EDUCATION",2
"BEATTY FAMILY EDUCATIONAL FOUNDATION",2
"BEATTYBILLE-NEW HOPE MINISTRIES",2
"BEAUMONT ASSOCIATIONS FOR SENIOR CITIZENS",2
"BEAUTIFUL BALTIMORE INC",2
"BEAUTIFUL GATE FOUNDATION INC",2
"BEAUTIFUL ONE MINISTRIES",2
"BEAUTIFUL TEMPLE INTERNATIONAL",2
"BEAUTY FOR ASHES FOUNDATION",2
"BEAVERCREEK BOOSTERS INCORPORATED",2
"BEAVERTON HIGH SCHOOL PROGRAM IMPROVEMENT ORGANIZATION",2
"BEAVERTON TRACK CLUB",2
"BECK FAMILY FOUNDATION INC",2
"BECKMAN INSTITUTE FOR BIOMEDICAL RESEARCH INC",2
"BEDONT FAMILY FOUNDATION",2
"BEDWELL FINANCIAL SERVICES INC",2
"BEECH CREEK CEMETERY INC",2
"BEECHES CRABTREE FOUNDATION INC",2
"BEECHTREE CHILD CARE CENTER",2
"BEGIN AGAIN SERVICES-MINISTRIES",2
"BEKAHS PLACE INC",2
"BELIEVE INCORPORATED",2
"BELLAIRE HIGH SCHOOL JROTC PARENTS CLUB",2
"BELLAIRE R O T C PARENTS AND SPONSORS ASSOCIATION",2
"BELLAMY COMMUNITY CARE HOME",2
"BELLEAIR VOLUNTEER FIRE FIGHTERS ASSN INC",2
"BELLEVIEW FOURSQUARE CHURCH",2
"BELLEVILLE FOURSQUARE CHURCH",2
"BELLEVILLE RACING PIGEON CLUB INC",2
"BELLINGHAM COIN CLUB",2
"BELLINGHAM II FOURSQUARE CHURCH",2
"BELOIT BOYS BASEBALL ASSOCIATION INC",2
"BELOVED COMMUNITY INC",2
"BELTSHOOVER COMMUNITY LIFE-LINE ASSOCIATION INC",2
"BELVIDERE CHAPTER 1052 WOMEN OF THE MOOSE",2
"BEND WINTERFEST",2
"BENEFITS TO WORK",2
"BENEVOENT & PROTECTIVE ORDER OF ELKS OF THE USA",2
"BENEVOLENT & PROTECTIVE ORDER OF THE ELKS OF THE USA",2
"BENICIA SEA OTTERS INC",2
"BENJAMIN STEEL COMPANY INC EMPLOYEE BENEFIT TRUST",2
"BENLD OWLS",2
"BENMERGUI CHARITY FUND C/O DALIA GOLDBERG",2
"BENNETT CEMETERY LOT OWNERS ASSOCIATION INC",2
"BENNETTS CREEK AREA VOLUNTEER RESCUE SQUAD INC",2
"BENNINGTON FOSTER PARENT ASSOCIATION",2
"BENTONVILLE SOCCER CLUB",2
"BENTZ FOUNDATION",2
"BENZIE COUNTY BOARD OF REALTORS",2
"BEREA SOFTBALL TOURNAMENT ASSOCIATION INCORPORATED",2
"BEREAN BAPTIST CHURCH OF BOULDER",2
"BEREAN MINISTRIES INC",2
BERECHIAH,2
"BERKELEY ACADEMY FOR YOUTH DEV INST FOR CLINICAL DEVELOPMENTAL PSYCH",2
"BERKELEY VILLAGE EDUCATIONAL PROJECT",2
"BERKELEYANS FOR ACADEMIC EXCELLENCE",2
"BERKLEY COMMUNITY LEAGUE INC",2
"BERKNER ORCHESTRA CLUB",2
"BERKSHIRE COUNTY HISTORICAL COMMISSION",2
"BERKSHIRE EDUCATIONAL COLLABORATIVE",2
"BERNARD & MARION STEIN FOUNDATION INC",2
"BERNARD BERGEN MEMORIAL FOUNDATION INC",2
"BERNARD DOC SCHOENBAUM MEMORIAL YOUTH LACROSSE INC",2
"BERRY CEMETERY TR",2
"BERRYHILL LITTLE CHIEFS WRESTLING",2
"BERTHA B BLAIR TELEPHONE FOUNDERS ASSOCIATION",2
"BERTON HOCHFELD FOUNDATION",2
"BERWYN CHILLDAWGZ INLINE HOCKEY CLUB",2
"BERWYN PRESERVATION OF HISTORIC ROUTE 66",2
"BESSON FOUNDATION",2
"BEST BUY REINSURANCE LTD",2
"BEST FRIENDS OF ROCKINGHAM INC",2
"BEST GYMNASTIC PARENTS ORGANIZATION",2
"BETA THEATRE COMPANY INC",2
"BETA XI OF DELTA ZETA SORORITY HOUSE CORPORATION",2
"BETH EL SYNAGOGUE CEMETERY ASSOCIATION INC",2
"BETH ISRAEL MEDICAL CENTER DOCTORS ALUMNI ASSOC",2
"BETH ISRAEL PSYCHIATRY GROUP FOUNDATION INC",2
"BETH TIKVA FOUNDATION INC",2
"BETHANY CEMETARY ASSOC",2
"BETHANY CEMETERY ASSOCIATION OF TRAVIS COUNTY INC",2
"BETHANY CHRISTIAN RADIO FUND IN",2
"BETHANY LUTHERAN CHURCH OF AMES INC",2
"BETHEL BY THE LAKE INC",2
"BETHEL CEMETERY ASSOCIATION OF PARKER COUNTY",2
"BETHEL ISLAND AREA ASSOCIATION INC",2
"BETHEL MEMORIAL PTA",2
"BETHEL POINT MINISTRIES",2
"BETHEL YOUTH MINISTRIES",2
"BETHLEHEM RAILROADS SUPPLEMENTAL UNEMPLOYMENT BENEFIT PLAN TRUST",2
"BETTER BUSINESS BUREAU OF GREATER CLEVELAND FOUNDATION INC",2
"BETTER BUSINESS BUREAU OF SAN ANTONIO INC",2
"BETTER BUSINESS BUREAU OF SOUTH TEXAS INC",2
"BETTER WORLD ROLEPLAYING INC",2
"BETTI S & LOOMIS J GROSSMAN FOUNDATION INC",2
"BETTY ANNS CAT SANCTUARY CORP",2
"BETTY J BLOWER TR UW",2
"BETTY J EBERHARTER FOUNDATION",2
"BETTY P ROSS TRUST",2
"BETWEEN CHANCES",2
"BETWEEN INC",2
"BEVCOMM INTERNET TECHNOLOGY",2
"BEVERAGE INDUSTRY RECYCLING PROGRAM OF MARYLAND INC",2
"BEVERLY HILLS PUBLIC LIBRARY BOARD",2
"BEZALEL AND AHOLIAH CAREER ACADEMY",2
"BGRASS INC",2
"BHR HOUSING PROPERTIES",2
"BIBLE CHRISTIAN CALL CAMP INC",2
"BIBLE CONFERENCE MINISTRIES",2
"BIBLES FOR OUR YOUTH",2
"BICYCLE TRANSPORTATION ALLIANCE OF PORTLAND INC",2
"BIENVILLE PARISH FARM BUREAU INCORPORATED",2
"BIG BEND BAPTIST MISSION",2
"BIG BROTHERS BIG SISTERS OF MIAMI COUNTY INC",2
"BIG BROTHERS BIG SISTERS OF TULARE COUNTY",2
"BIG BROTHERS-BIG SISTERS OF INDIANA COUNTY INC",2
"BIG BROTHERS/BIG SISTERS OF GREATER FALL RIVER INC",2
"BIG COUNTRY OFFICE MACHINE DEALERS ASSOCIATION",2
"BIG FOOT WATER SUPPLY CORPORATION",2
"BIG HORN RIVER GUIDE COMPANY INC",2
"BIG THICKET ROAD FUND INC",2
"BIGGER PICTURE FOUNDATION",2
"BIGLER CIVIC AND RECREATION ASSOCIATION",2
"BIKES FOR KIDS INC",2
"BIKUR CHOLIM OF MONSEY INC",2
"BILL FAMILY FOUNDATION",2
"BILL GOLD DRIVE FOR LIFE INC",2
"BILL KUEHMSTED FOUNDATION",2
"BILLINGS AMERICAN INDIAN COUNCIL",2
"BIO-ECONOMY PARTNERS INC",2
"BIRCH TREE FOUNDATION",2
"BIRCHTREE FOUNDATION INC",2
"BIRCHWOOD FOUNDATION INC",2
"BIRMINGHAM ENTERPRISE COMMUNITY INC",2
"BIRTHRIGHT OF CLAREMORE",2
"BIRTHRIGHT OF FORT COLLINS",2
"BIRTHRIGHT OF MOUNTAIN HOME",2
"BISCUIT & CRACKER DISTRIBUTORS ASSOCIATION",2
"BISEXUAL INFORMATION & COUNSELING SERVICE",2
"BISHOP INSURANCE LTD",2
"BISHOP OF THE CHURCH OF TZADDI CHARTER 271",2
"BISSONET PLAZA ELEMENTARY SCHOOL PARENT TEACHER ORGANIZATION",2
"BIZTECH FOR ENERGY",2
"BLACK CHOREOGRAPHERS MOVING TOWARD THE 21ST CENTURY",2
"BLACK ENTERTAINMENT AND TELECOMMUNICATIONS FOUNDATION INC",2
"BLACK HAWK PISTOL CLUB INC",2
"BLACK MEN SOCIETY OF ST GABRIEL",2
"BLACK MEN UNITED BMU",2
"BLACK ON BLACK ENTERTAINMENT AND DEVELOPMENT",2
"BLACK TIE SOCIETY",2
"BLACK TIE SOCIETY OF SAN FRANCISCO",2
"BLACK TORNADO BOOSTERS INC",2
"BLACK WOMEN ORGANIZED FOR EDUCATIONAL DEVELOPMENT",2
"BLACKSBURG FOURSQUARE CHURCH",2
"BLACQUE GYRLZ INC",2
"BLAINE BRIDGE COMMUNITY PRESERVATION PROJECT INC",2
"BLAINE COUNTY SEARCH & RESCUE INC",2
"BLAIRSVILLE WESLEYAN METHODIST CHURCH",2
"BLANCHE LEPLEY TRUST UW 6859004100",2
"BLANCO COUNTY SPORTSMANS CLUB INC",2
"BLANDINSVILLE MASONIC TEMPLE ASSOCIATION",2
"BLAZE JUNIOR VOLLEYBALL CLUB INC",2
"BLISSFIELD MANUFACTURING COMPANY TRUST NATIONAL BANK OF JACKSON TTE",2
"BLOOMSBURG UNIVERSITY ALUMNI ASSOCIATION INC",2
"BLUE COLLAR THEATER COMPANY INC",2
"BLUE EARTH MASONIC REALTY INC",2
"BLUE FLAME GAS ASSOCIATION",2
"BLUE GRASS ASSOCIATION FOR ASHLAND APARTMENTS INC",2
"BLUE HERON SCHOOL ASSOCIATION",2
"BLUE KNIGHT MOTORCYCLE CLUB",2
"BLUE KNIGHTS NC XVI",2
"BLUE LAKE FINE ARTS CAMP FOUNDATION",2
"BLUE SKY FOUNDATION",2
"BLUE WAVE SWIM TEAM INC",2
"BLUEFIELD HEALTH SYSTEMS INC",2
"BLUEGRASS ADOPTIVE PARENTS SUPPORT GROUP INC",2
"BLYTHEVILLE ACADEMY-CHURCH",2
"BMPC and Associates",2
"BNAI BRITH 1106 SAN PEDRO LODGE",2
"BNAI BRITH 1220 WALLA WALLA",2
"BNAI BRITH 1289 INTERNATIONAL",2
"BNAI BRITH 134 EZRA",2
"BNAI BRITH 1525 JOSEPH POPPER LODGE",2
"BNAI BRITH 1584 PANJUDEA LODGE",2
"BNAI BRITH 1652 NAPA VALLEY",2
"BNAI BRITH 1751 WILLIAMS BRIDGE WEST FARMS",2
"BNAI BRITH 1983 MEADOWBROOK LODGE",2
"BNAI BRITH 2127 PEEKSKILL-LAKELAND",2
"BNAI BRITH 2200 ALBERT D TUCKER",2
"BNAI BRITH 2364 COUNTY SEAT",2
"BNAI BRITH 2408 HOUSEWARES HARDWARE TOY LODGE",2
"BNAI BRITH 271 ARTHUR BRIN LODGE",2
"BNAI BRITH 2766 HEARTLAND",2
"BNAI BRITH 2786 LEVI ESHKOL LODGE",2
"BNAI BRITH 2793",2
"BNAI BRITH 2847 FELIX FRANKFURTER LODGE",2
"BNAI BRITH 2889 COLUMBIA LODGE",2
"BNAI BRITH 5246 ZEPHANIAH UNIT",2
"BNAI BRITH 815 BILLINGS",2
"BNAI BRITH BNAI BRITH MEN BNAI BRITH WOMEN",2
"BNAI BRITH HILLEL FOUNDATION",2
"BNAI BRITH ISIAH LODGE 2955",2
"BNAI BRITH YOUTH ORGANIZATION INC",2
"BOB JONES FOUNDATION INC",2
"BOISE SOUTHEAST FOURSQUARE CHURCH",2
"BOLD OF NASHUA",2
"BON SECOURS HOUSE LLC",2
"BON-JO DOLLS FOUNDATION INCORPORATED",2
"BOND BREAKER MINISTRIES",2
"BONES & BREW",2
"BONNIE FOUNDATION INC",2
"BONNIE JOHNS CHILDRENS FUND INC",2
"BOOKER T WASHINGTON COMMUNITY CENTER",2
"BOOKER T WASHINGTON EDUCATION TRAINING & COMMUNITY DEVEL INC",2
"BOOKS TO READ",2
"BOOMER ATHLETIC CLUB INC",2
"BOOMER CLASSICS",2
"BOOST OUR SOUTHWICK SCHOOLS",2
"BOOT SCOOTIN BBQ TEAM",2
"BORETOC CORPORATION",2
"BOSIO FOUNDATION",2
"BOSNIA-HERZEGOVINA HERITAGE RESCUE",2
"BOSQUE COUNTY PARENTS & TEACHERS FOR KIDS",2
"BOSTON 2004 INC",2
"BOSTON AREA NANNIES INC",2
"BOSTON CONVENTION ENGINEERING CORP",2
"BOSTON FAMILIES FOR AUTISM INC",2
"BOSTON INSTITUTE FOR THE ADVANCEMENT OF SCIENCE INC",2
"BOSTON KIDS SCIENCE FOUNDATION INCORPORATED",2
"BOSTON MUSIC EDUCATION COLLABORATIVE INC",2
"BOSTON SUMMER DANCE FESTIVAL INC",2
"BOTHELL HIGH SCHOOL DISTRICT COORDINATING COUNCIL",2
"BOTTLED H2O THE VIRTUAL SCIENCE MUSEUM INC",2
"BOULDER CHARTER CHAPTER OF AMERICAN BUSINESS WOMENS ASSOCIATION",2
"BOURLAND TRESTLE PARTNERSHIP",2
"BOWLING GREEN CHAPTER 1391 WOMEN OF THE MOOSE",2
"BOWMAN-SHARP PERFORMING ARTS",2
"BOXFORD PLAYGROUND COMMITTEE",2
"BOY SCOUTS OF AMERICA NATIONAL COUNCIL",2
"BOYD FOUNDATION",2
"BOYS & GIRLS CLUB OF REDDING INC",2
"BOYS & GIRLS CLUB OF VINITA",2
"BOYS AND GIRLS CLUB OF THE ARKANSAS RIVER VALLEY",2
"BOYS AND GIRLS CLUB OF UVALDE TEXAS INC",2
"BOYS CLUB OF REVERE INC",2
"BOZEMAN DEACONESS HOSPITAL EMPLOYEE BENEFIT PLAN AND TRUST",2
"BOZEMAN KODIAKS",2
"BRADFORD FOURSQUARE CHURCH",2
"BRADFORD YOUTH CENTER",2
"BRAIN FRIENDLY LEARNING CORPORATION",2
"BRAIN GAMES USA",2
"BRAIN INJURY ASSOCIATION OF SOUTH TEXAS INC",2
"BRAIN INJURY ASSOCIATION TEXAS GULF COAST AREA",2
"BRAINTREE INC",2
"BRAN MANOR EQUINE RESCUE & PLACEMENT INC",2
"BRANAUGH MEMORIAL BOYS CLUB INC",2
"BRATTLEBORO CHILD DEVELOPEMENT INC",2
"BRAVO DANCE",2
"BRAVO FOR KIDS INC",2
"BRAZILIAN CHILDREN FOUNDATION INC",2
"BRAZOSPORT ARCHEOLOGICAL SOCIETY",2
"BRAZOSPORT ASSOCIATION OF TEXAS PROFESSIONAL EDUCATORS",2
"BREAD OF LIFE DEVELOPMENT CORPORATION",2
"BREAD OF LIFE FOOD PANTRY & NEIGHBORHOOD CENTER INC",2
"BREAK THE CYCLE",2
"BREAKTHROUGH FOR YOUTH",2
"BREAST CANCER SURVIVORS FOUNDATION",2
"BREAST CANCERTALK PROJECT",2
"BRENTWOOD DUKES STADIUM RENOVATION FUND",2
"BRETON GARDEN & ARTS CLUB",2
"BRETT HILL CHARITY GOLF CLASSIC INC",2
"BRETT JACKSON MEMORIAL SCHOLARSHIP FUND CORPORATION",2
"BREVARD EARLY CHILDHOOD PROFESSIONAL ASSOCIATION INC",2
"BRICKLAYERS PLASTERERS & ASSOCIATES SICK & WELFARE FUND",2
"BRICKLAYERS UNION LOCAL NO 6 JOINT APPRENTICESHIP & TRAINING FUND",2
"BRICKMAN FAMILY FOUNDATION",2
"BRICOLEGE CHARITABLE GROWTH FUND",2
"BRIDGE AND OTHER GAMES FOUNDATION",2
"BRIDGE INC",2
"BRIDGE TO TOMORROW HOUSING INC",2
"BRIDGEPORT ECONOMIC DEVELOPMENT ADVISORY COUNCIL INC",2
"BRIDGEPORT ELEMENTARY SCHOOL PARENT SCHOOL ORGANIZATION",2
"BRIDGEPORT SPAULDING ARTS EDUCATION FOUNDATION",2
"BRIGHT FOUNDATION INC",2
"BRIGHTSTAR INC",2
"BRISTOL LAW LIBRARY FOUNDATION INC",2
"BRISTOL TENNESSEE ELECTRIC SYSTEM CREDIT UNION",2
"BRITH SHOLOM OF BALTIMORE CITY FRIENDSHIP LODGE",2
"BRITISH CAR CLUB OF CENTRAL ILLINOIS",2
"BRITTINGHAM FOUNDATION",2
"BRIX FOUNDATION",2
"BROADLEAF FOUNDATION",2
"BROADWAY TOWERS INC OF PHOENIX",2
"BROADWAY TOWERS INC OF TEMPE",2
"BROCKPORT JUNIOR LEAGUE BASEBALL INC",2
"BROCKPORT SYMPHONY ASSOCIATION",2
"BROMLEY-HEATH CONNECTOR INC",2
"BRONX CHRISTIAN STUDY CENTER INC",2
"BRONX FIELD OF DREAMS FOUNDATION INC",2
"BROOKFIELD AREA TEAM SPORTS FOR KIDS INC",2
"BROOKINGS INSTITUTION EMPLOYEE BENEFIT TRUST FUND",2
"BROOKLINE AREA COMMUNITY COUNCIL INC",2
"BROOKLYN-CURTIS BAY JUNIOR & PONY LEAGUES INC",2
"BROOKS BROTHERS CHRISTIAN ALLIANCE INCORPORATED",2
"BROOKS COMMUNITY FAMILY OUTREACH",2
"BROOKS JR LIVESTOCK ASSOCIATION INC",2
"BROOKVILLE DREAM BUILDERS INC",2
"BROTHER KNIGHTS INC",2
"BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN 257",2
"BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN 411",2
"BROTHERHOOD OF THE BALLOON INC",2
"BROTHERHOOD-IN-ACTION INC",2
"BROTHERS AND SISTERS BRIDGING A GAP",2
"BROTHERS AND SISTERS OF PENANCE",2
"BROTHERS OF WEST LIBERTY FOUNDATION INC",2
